Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2017-129T05:17:14.4746Z [May 09] ( 24.482,  88.087)        170           157       5      11     1992
2017-129T05:17:14.4998Z [May 09] ( 24.551,  88.082)         86           141       2       5     1992
2017-129T05:17:17.4218Z [May 09] ( 24.503,  88.157)        316           155       8      17     1992
2017-129T05:17:18.0464Z [May 09] ( 24.420,  88.139)        156           102       5       8     1992
2017-129T05:17:19.7780Z [May 09] ( 24.376,  88.038)        848           349      13      24     1992
2017-129T05:17:20.7282Z [May 09] ( 23.755,  89.220)        185           213       7       8     1992
2017-129T05:17:21.1117Z [May 09] ( 23.467,  89.681)        413           315       5      22     1992
2017-129T05:17:21.1137Z [May 09] ( 23.501,  89.679)        621           237       4      39     1992
2017-129T05:17:21.9961Z [May 09] ( 24.461,  88.100)        179           338       4       7     1992
2017-129T05:17:24.3759Z [May 09] ( 25.317,  88.247)         40            21       2       3     1992
2017-129T05:17:24.5080Z [May 09] ( 25.391,  88.263)         47            14       2       3     1992
2017-129T05:17:26.0677Z [May 09] ( 24.464,  88.128)         11             0       1       1     1992
2017-129T05:17:28.4220Z [May 09] ( 24.602,  88.325)       2096           576      14      76     1992
2017-129T05:17:29.5627Z [May 09] ( 24.403,  88.089)         95             0       1       2     1992
2017-129T05:17:29.6556Z [May 09] ( 24.485,  88.087)         41            78       2       2     1992
2017-129T05:17:30.7334Z [May 09] ( 24.614,  88.181)         76           170       2       2     1992
2017-129T05:17:35.3082Z [May 09] ( 24.714,  88.079)         96           300       3       5     1992
2017-129T05:17:36.9569Z [May 09] ( 24.490,  88.048)        874           363      16      30     1992
2017-129T05:17:38.0619Z [May 09] ( 24.514,  88.140)        120           248       6       8     1992
2017-129T05:17:39.6463Z [May 09] ( 24.430,  88.110)         61             0       1       2     1992
2017-129T05:17:41.1985Z [May 09] ( 24.477,  88.084)         46           204       2       3     1992
2017-129T05:17:43.3864Z [May 09] ( 24.653,  88.055)        241           433       9      14     1992
2017-129T05:17:43.8271Z [May 09] ( 24.553,  88.049)        155           223       6       8     1992
2017-129T05:17:46.3059Z [May 09] ( 24.466,  88.116)        127           130       4       7     1992
2017-129T05:17:48.2862Z [May 09] ( 24.516,  87.978)         94           192       4       6     1992
2017-129T05:17:48.6907Z [May 09] ( 24.714,  88.239)         49            14       3       3     1992
2017-129T05:17:48.6998Z [May 09] ( 24.792,  88.184)        149           167       4      10     1992
2017-129T05:17:49.2832Z [May 09] ( 24.540,  88.223)        186           164       8      13     1992
2017-129T05:17:52.4951Z [May 09] ( 24.538,  88.110)         73            12       2       4     1992
2017-129T05:17:55.1685Z [May 09] ( 24.506,  88.154)        284           150       7      17     1992
2017-129T05:17:57.0408Z [May 09] ( 24.474,  88.089)         86           251       5       5     1992
2017-129T05:17:58.9299Z [May 09] ( 24.631,  88.044)         78            50       4       6     1992
2017-129T05:18:00.1527Z [May 09] ( 23.383,  89.857)        204             2       2      11     1992
2017-129T05:18:00.2657Z [May 09] ( 24.570,  88.037)        127           506       6      10     1992
2017-129T05:18:02.3910Z [May 09] ( 23.518,  89.707)        709            53       2      40     1992
2017-129T05:18:03.5512Z [May 09] ( 24.570,  88.098)         99           153       3       5     1992
2017-129T05:18:04.6596Z [May 09] ( 24.707,  87.984)         96            23       4       7     1992
2017-129T05:18:04.7079Z [May 09] ( 24.669,  87.924)         76            69       4       6     1992
2017-129T05:18:06.8440Z [May 09] ( 24.260,  88.043)        558           118       3      40     1992
2017-129T05:18:07.4505Z [May 09] ( 24.534,  88.063)         70           217       3       4     1992
2017-129T05:18:08.2042Z [May 09] ( 24.477,  88.111)        119           118       5       8     1992
2017-133T03:25:04.8853Z [May 13] ( 24.452,  90.655)       2698           152       6     114     2053
2017-133T03:25:07.7200Z [May 13] ( 24.275,  91.026)        648           483      11      24     2053
2017-133T03:25:10.5973Z [May 13] ( 24.431,  90.756)       2060           537      30     110     2053
2017-133T03:25:18.0459Z [May 13] ( 24.250,  91.046)       2050           589      20      82     2053
2017-133T03:25:18.4794Z [May 13] ( 24.914,  91.437)       4742           185      83      83     2053
2017-133T03:25:22.3517Z [May 13] ( 24.283,  91.007)        774           198       9      31     2053
2017-133T03:25:22.3517Z [May 13] ( 24.813,  91.467)       6972             0       1     126     2053
2017-133T03:25:22.3517Z [May 13] ( 24.733,  91.601)       1652             0       1      25     2053
2017-133T03:25:26.0786Z [May 13] ( 24.555,  91.711)       5891           416      98     107     2053
2017-133T03:25:27.0589Z [May 13] ( 24.437,  90.753)       1004           153      18      44     2053
2017-133T03:25:29.3719Z [May 13] ( 24.470,  91.766)      11232             1       2     186     2053
2017-133T03:25:29.3737Z [May 13] ( 24.492,  91.727)       5675           107      61      98     2053
2017-133T03:25:30.4727Z [May 13] ( 24.396,  90.900)        897             0       1      40     2053
2017-133T03:25:30.4727Z [May 13] ( 24.430,  91.757)       1903             0       1      35     2053
2017-133T03:25:31.1768Z [May 13] ( 24.284,  91.025)        314             1       2      11     2053
2017-133T03:25:31.5651Z [May 13] ( 24.293,  91.022)        452           139       5      19     2053
2017-133T03:25:31.6832Z [May 13] ( 24.426,  91.815)       4030           198      85      85     2053
2017-133T03:25:33.5666Z [May 13] ( 24.340,  91.891)       1425             0       1      27     2053
2017-133T03:25:36.3811Z [May 13] ( 24.404,  90.809)        526             0       1      30     2053
2017-133T03:25:36.3811Z [May 13] ( 24.114,  92.056)       1274            14       2      26     2053
2017-133T03:25:36.3811Z [May 13] ( 23.611,  92.410)        501             0       1      23     2053
2017-133T03:25:41.2942Z [May 13] ( 23.536,  91.831)        185           141       4      14     2053
2017-133T03:25:41.6293Z [May 13] ( 24.255,  91.048)       1582           417      14      64     2053
2017-133T03:25:47.1885Z [May 13] ( 24.292,  91.026)       3634           431      27     132     2053
2017-133T03:25:49.3056Z [May 13] ( 24.460,  90.761)       2850           415      21     102     2053
2017-133T03:25:51.6868Z [May 13] ( 23.843,  91.837)        259           162       8      13     2053
2017-133T03:25:58.1808Z [May 13] ( 24.292,  91.030)       1544           379      11      54     2053
2017-133T03:25:58.7521Z [May 13] ( 23.960,  90.640)        166            69       3       8     2053
2017-133T03:26:01.6416Z [May 13] ( 23.616,  90.973)        132           232       6       8     2053
2017-133T03:26:02.9632Z [May 13] ( 24.417,  90.766)        371           111      14      24     2053
2017-133T03:26:04.6264Z [May 13] ( 24.280,  90.980)        350           211       8      19     2053
2017-133T03:26:08.0675Z [May 13] ( 23.630,  92.406)       1244           128      15      50     2053
2017-133T03:26:11.9256Z [May 13] ( 24.258,  91.012)       4081           243      20     115     2053
2017-133T03:26:16.6903Z [May 13] ( 24.347,  90.817)        136           246       5       9     2053
2017-133T03:26:21.7197Z [May 13] ( 24.490,  90.873)        198            85       5      13     2053
2017-133T03:26:21.8625Z [May 13] ( 24.272,  90.998)        362           298      12      21     2053
2017-133T03:26:23.8948Z [May 13] ( 23.561,  91.789)        168           176       6      12     2053
2017-133T03:26:49.7579Z [May 13] ( 23.608,  92.431)         52           104       4       4     2053
2017-133T18:21:58.3630Z [May 13] ( 26.372,  88.239)       1643           481      16      74     2063
2017-133T18:22:07.3868Z [May 13] ( 26.395,  88.264)         34            16       2       3     2063
2017-133T18:22:11.4278Z [May 13] ( 26.455,  88.533)        138            96       7      10     2063
2017-133T18:22:15.6603Z [May 13] ( 26.377,  88.258)        106           307       6      10     2063
2017-133T18:22:17.2069Z [May 13] ( 26.415,  88.313)        280           273      10      25     2063
2017-133T18:22:17.8517Z [May 13] ( 26.587,  88.433)        201            19       8      12     2063
2017-133T18:22:19.3017Z [May 13] ( 26.371,  88.664)        661           157       5      29     2063
2017-133T18:22:19.3645Z [May 13] ( 26.414,  88.732)         62             3       2       5     2063
2017-133T18:22:23.1173Z [May 13] ( 26.457,  88.373)         46             3       2       4     2063
2017-133T18:22:29.2823Z [May 13] ( 26.412,  88.304)         83           182       5       8     2063
2017-133T18:22:36.7092Z [May 13] ( 26.418,  88.426)       1096            50       9      61     2063
2017-133T18:22:41.8603Z [May 13] ( 26.381,  88.302)       2364           236      24      92     2063
2017-133T18:22:49.5102Z [May 13] ( 26.402,  88.697)       2668           587      20     123     2063
2017-133T18:22:49.9277Z [May 13] ( 26.372,  88.741)        322            87       4      19     2063
2017-133T18:22:51.7468Z [May 13] ( 26.673,  89.633)        105            19       6       7     2063
2017-133T18:22:52.9784Z [May 13] ( 26.436,  88.361)         51            21       3       5     2063
2017-133T18:22:54.8658Z [May 13] ( 26.418,  88.319)        626           153       8      31     2063
2017-133T18:23:05.9025Z [May 13] ( 26.523,  88.460)         61             5       2       6     2063
2017-133T18:23:06.2191Z [May 13] ( 26.379,  88.318)        257           123      13      15     2063
2017-133T18:23:17.8623Z [May 13] ( 26.333,  88.725)        295           175      10      23     2063
2017-133T18:23:20.9758Z [May 13] ( 26.493,  88.456)         11             0       1       1     2063
2017-133T18:23:22.3722Z [May 13] ( 26.402,  88.318)       2206           666      20      97     2063
2017-133T18:23:23.5038Z [May 13] ( 26.411,  88.366)         11             0       1       1     2063
2017-133T18:23:32.8386Z [May 13] ( 26.723,  89.775)       1818           372      23      85     2063
2017-133T18:23:33.4648Z [May 13] ( 26.680,  89.659)         58           175       3       5     2063
2017-133T18:23:35.3557Z [May 13] ( 26.406,  88.662)        677           286       9      48     2063
2017-134T02:33:03.1038Z [May 14] ( 24.832,  92.683)         36             9       2       2     2068
2017-134T02:33:10.6638Z [May 14] ( 25.159,  93.018)        247           238       4      14     2068
2017-134T02:33:11.9762Z [May 14] ( 24.701,  92.877)        453           111       8      21     2068
2017-134T02:33:13.4836Z [May 14] ( 26.450,  90.522)        225            27       6      12     2068
2017-134T02:33:13.8596Z [May 14] ( 26.416,  90.521)       1603           451      16      63     2068
2017-134T02:33:17.9725Z [May 14] ( 24.777,  92.688)        219            92       3      13     2068
2017-134T02:33:19.6358Z [May 14] ( 24.624,  92.901)        161           134       6       9     2068
2017-134T02:33:24.3371Z [May 14] ( 25.133,  93.038)        163            46       3      10     2068
2017-134T02:33:26.1420Z [May 14] ( 24.670,  92.899)       1199           585      18      55     2068
2017-134T02:33:31.8804Z [May 14] ( 24.931,  92.867)        237           563       5      16     2068
2017-134T02:33:34.8587Z [May 14] ( 25.183,  93.027)        828           155      14      51     2068
2017-134T02:33:35.5246Z [May 14] ( 25.281,  92.789)       3250           478      34     119     2068
2017-134T02:33:35.6929Z [May 14] ( 25.160,  92.814)        128             0       1       5     2068
2017-134T02:33:36.0572Z [May 14] ( 25.115,  92.664)         86            26       2       6     2068
2017-134T02:33:38.3338Z [May 14] ( 24.643,  92.877)        158           137       7      11     2068
2017-134T02:33:41.8284Z [May 14] ( 24.722,  92.857)       1724           599      28      88     2068
2017-134T02:33:43.2123Z [May 14] ( 24.627,  92.892)         90             0       1       4     2068
2017-134T02:33:43.5259Z [May 14] ( 25.106,  93.073)        118           200       5       8     2068
2017-134T02:33:54.0928Z [May 14] ( 26.330,  90.427)       3579           365      11     112     2068
2017-134T02:33:56.3683Z [May 14] ( 24.678,  92.889)        177           431       6      11     2068
2017-134T02:33:59.9010Z [May 14] ( 24.649,  92.897)        106            94       3       6     2068
2017-134T02:34:00.5256Z [May 14] ( 25.096,  93.042)         83             0       1       5     2068
2017-134T02:34:08.0505Z [May 14] ( 24.634,  92.911)         77             0       1       4     2068
2017-134T02:34:09.5379Z [May 14] ( 25.354,  92.703)        853           535      18      41     2068
2017-134T02:34:09.6203Z [May 14] ( 25.336,  92.751)        222             3       3      10     2068
2017-134T02:34:13.2743Z [May 14] ( 24.641,  92.913)        185           268       7      13     2068
2017-134T02:34:15.7969Z [May 14] ( 25.086,  93.039)        292           241       7      19     2068
2017-134T02:34:16.1602Z [May 14] ( 24.715,  92.876)        234           390       6      12     2068
2017-134T02:34:16.2642Z [May 14] ( 24.651,  92.839)       3895           677      30     133     2068
2017-134T02:34:21.2952Z [May 14] ( 24.793,  92.721)        142           173       3       7     2068
2017-134T02:34:25.2523Z [May 14] ( 24.812,  92.848)        104           121       4       8     2068
2017-134T02:34:27.0392Z [May 14] ( 24.939,  92.777)        524           139      16      35     2068
2017-134T02:34:28.7828Z [May 14] ( 24.640,  92.890)        127            73       3       8     2068
2017-134T02:34:29.6174Z [May 14] ( 25.156,  93.009)        195           137       3      11     2068
2017-134T17:29:58.0231Z [May 14] ( 25.343,  89.743)         13             0       1       1     2078
2017-134T17:29:59.7563Z [May 14] ( 25.326,  89.916)        352           248       5      21     2078
2017-134T17:30:00.7030Z [May 14] ( 25.274,  89.739)        268            64       5      22     2078
2017-134T17:30:03.4209Z [May 14] ( 24.686,  90.599)        173            11       3      12     2078
2017-134T17:30:04.8747Z [May 14] ( 25.413,  89.769)        801           367      10      44     2078
2017-134T17:30:05.0018Z [May 14] ( 24.642,  90.581)         43            41       3       4     2078
2017-134T17:30:06.1123Z [May 14] ( 24.911,  90.908)       1195           323      13      62     2078
2017-134T17:30:06.7189Z [May 14] ( 25.239,  89.898)        263           123       3      21     2078
2017-134T17:30:07.9847Z [May 14] ( 25.271,  89.890)        894           336       9      53     2078
2017-134T17:30:08.4379Z [May 14] ( 25.343,  89.616)        167           236       3      13     2078
2017-134T17:30:09.3131Z [May 14] ( 24.783,  90.877)        849           123       6      48     2078
2017-134T17:30:10.8851Z [May 14] ( 25.344,  89.997)        157           270       7      14     2078
2017-134T17:30:13.6337Z [May 14] ( 25.386,  89.739)        689           211      14      40     2078
2017-134T17:30:14.0814Z [May 14] ( 24.810,  90.495)         54            33       3       5     2078
2017-134T17:30:14.1186Z [May 14] ( 24.754,  90.625)        760           344      13      61     2078
2017-134T17:30:14.8638Z [May 14] ( 24.871,  90.792)        120            82       2       8     2078
2017-134T17:30:14.9121Z [May 14] ( 24.641,  90.579)        168            41       3      11     2078
2017-134T17:30:15.2040Z [May 14] ( 24.706,  90.606)        586           159       9      33     2078
2017-134T17:30:15.9181Z [May 14] ( 25.444,  89.723)        920           499       9      48     2078
2017-134T17:30:18.6351Z [May 14] ( 25.376,  89.760)        253           206       5      13     2078
2017-134T17:30:19.0542Z [May 14] ( 25.427,  89.905)         78           123       4       7     2078
2017-134T17:30:19.5501Z [May 14] ( 24.659,  90.609)        600           424      10      42     2078
2017-134T17:30:20.0280Z [May 14] ( 24.912,  90.765)        675           549       9      48     2078
2017-134T17:30:20.7999Z [May 14] ( 24.885,  90.864)        115           144       3       9     2078
2017-134T17:30:20.9054Z [May 14] ( 25.343,  89.926)       1330           394      14      72     2078
2017-134T17:30:20.9431Z [May 14] ( 24.892,  90.776)        110             0       1       9     2078
2017-134T17:30:21.1931Z [May 14] ( 24.736,  90.607)        189           363       6      13     2078
2017-134T17:30:21.5333Z [May 14] ( 24.806,  90.776)       2571           338      14     119     2078
2017-134T17:30:21.7263Z [May 14] ( 24.796,  90.457)         11             0       1       1     2078
2017-134T17:30:25.0670Z [May 14] ( 25.411,  89.774)        283           396       5      17     2078
2017-134T17:30:25.1128Z [May 14] ( 24.876,  90.789)         23             0       1       2     2078
2017-134T17:30:25.7680Z [May 14] ( 25.290,  89.995)        846           132       7      48     2078
2017-134T17:30:26.4429Z [May 14] ( 25.237,  89.929)        324           100       3      27     2078
2017-134T17:30:27.0951Z [May 14] ( 24.835,  90.821)        455           194      10      33     2078
2017-134T17:30:28.2066Z [May 14] ( 24.647,  90.589)        712           161       9      36     2078
2017-134T17:30:31.2734Z [May 14] ( 24.913,  90.802)        120            93       3      11     2078
2017-134T17:30:31.3222Z [May 14] ( 25.344,  90.021)        830           169       9      48     2078
2017-134T17:30:32.2415Z [May 14] ( 25.334,  89.945)        623           366      10      41     2078
2017-134T17:30:32.8360Z [May 14] ( 25.413,  89.890)         43             0       1       4     2078
2017-134T17:30:33.8465Z [May 14] ( 25.427,  89.727)         50             0       1       4     2078
2017-134T17:30:33.8625Z [May 14] ( 25.443,  89.781)        669           221      11      31     2078
2017-134T17:30:34.1738Z [May 14] ( 25.344,  89.744)         48             0       1       4     2078
2017-134T17:30:34.2351Z [May 14] ( 25.303,  89.745)        964           143      10      58     2078
2017-134T17:30:34.5984Z [May 14] ( 24.882,  90.778)         54             0       1       4     2078
2017-134T17:30:34.8492Z [May 14] ( 25.289,  89.641)         44            82       3       4     2078
2017-134T17:30:35.4504Z [May 14] ( 24.768,  90.560)        268             2       2      11     2078
2017-134T17:30:35.8966Z [May 14] ( 24.855,  90.492)         13             0       1       1     2078
2017-134T17:30:37.2823Z [May 14] ( 24.731,  90.629)         96            66       2       6     2078
2017-134T17:30:37.5345Z [May 14] ( 25.385,  89.754)        233           613       6      19     2078
2017-134T17:30:38.1268Z [May 14] ( 24.868,  90.819)        568           458      12      45     2078
2017-134T17:30:38.4956Z [May 14] ( 25.343,  89.994)        149           132       4      12     2078
2017-134T17:30:39.5776Z [May 14] ( 24.708,  90.596)        110            60       4       7     2078
2017-134T17:30:40.2455Z [May 14] ( 25.433,  89.933)        355           302       4      30     2078
2017-134T17:30:44.1182Z [May 14] ( 26.748,  88.517)        334           397      16      25     2078
2017-134T17:30:44.5016Z [May 14] ( 25.339,  89.896)        229             7       3      13     2078
2017-134T17:30:45.7243Z [May 14] ( 25.359,  89.756)        708           416      12      37     2078
2017-134T17:30:46.1126Z [May 14] ( 24.818,  90.779)         97            89       3       9     2078
2017-134T17:30:46.8990Z [May 14] ( 24.675,  92.312)        371           237       8      30     2078
2017-134T17:30:47.2050Z [May 14] ( 25.391,  89.789)         42             0       1       3     2078
2017-134T17:30:47.3035Z [May 14] ( 25.336,  90.012)         21             0       1       2     2078
2017-134T17:30:47.7382Z [May 14] ( 25.261,  89.913)        345           227       3      26     2078
2017-134T17:30:48.5090Z [May 14] ( 24.737,  90.664)       3805           313      19     143     2078
2017-134T17:30:49.2547Z [May 14] ( 24.670,  90.607)         21            57       2       2     2078
2017-134T17:30:50.2452Z [May 14] ( 24.811,  90.820)        391           176      10      31     2078
2017-134T17:30:52.2592Z [May 14] ( 25.284,  89.992)        417           277      10      30     2078
2017-134T17:30:52.3165Z [May 14] ( 24.782,  90.837)        218           146       4      19     2078
2017-134T17:30:52.7069Z [May 14] ( 24.807,  90.507)         31             5       2       2     2078
2017-134T17:30:54.4365Z [May 14] ( 25.331,  89.963)        298           325      10      15     2078
2017-134T17:30:55.0149Z [May 14] ( 24.856,  90.772)        369           162      12      27     2078
2017-134T17:30:55.3880Z [May 14] ( 25.281,  89.644)        232            32       3      12     2078
2017-134T17:30:56.3014Z [May 14] ( 25.277,  89.904)        224           186       6      21     2078
2017-134T17:30:57.2132Z [May 14] ( 25.392,  89.757)         41            51       2       3     2078
2017-134T17:30:57.3670Z [May 14] ( 24.781,  90.789)        161           104       3      16     2078
2017-134T17:30:57.9620Z [May 14] ( 24.737,  92.055)        214            92       4      16     2078
2017-134T17:30:58.2123Z [May 14] ( 24.864,  90.775)        277           419       4      22     2078
2017-134T17:30:58.2264Z [May 14] ( 25.325,  90.008)        155            23       4      12     2078
2017-134T17:30:58.3374Z [May 14] ( 24.790,  91.927)       2084           410      31     140     2078
2017-134T17:31:00.0886Z [May 14] ( 24.850,  90.811)        184           234       8      15     2078
2017-134T17:31:00.5258Z [May 14] ( 24.733,  90.612)        399           248       8      29     2078
2017-134T17:31:03.5945Z [May 14] ( 24.698,  90.618)        107           530       7       8     2078
2017-134T17:31:04.3327Z [May 14] ( 24.814,  90.523)        214            98       5      15     2078
2017-134T17:31:04.3438Z [May 14] ( 25.295,  89.999)        303           114       6      22     2078
2017-134T17:31:05.2256Z [May 14] ( 25.356,  89.773)        788           426      13      44     2078
2017-134T17:31:06.2530Z [May 14] ( 24.646,  90.640)       1622           925      17      96     2078
2017-134T17:31:06.3907Z [May 14] ( 24.800,  90.511)         67             0       1       4     2078
2017-134T17:31:09.1260Z [May 14] ( 24.851,  90.812)       1672           610      23     124     2078
2017-134T17:31:09.5948Z [May 14] ( 24.794,  90.860)        800           132       6      36     2078
2017-134T17:31:10.2250Z [May 14] ( 25.329,  89.754)         68           209       4       6     2078
2017-134T17:31:10.3541Z [May 14] ( 24.734,  90.677)         46             1       2       3     2078
2017-134T17:31:10.3597Z [May 14] ( 24.793,  90.532)         38            28       2       3     2078
2017-134T17:31:12.1847Z [May 14] ( 25.317,  90.006)       1254           327      13      61     2078
2017-134T17:31:12.8349Z [May 14] ( 25.397,  89.936)        268           292       8      18     2078
2017-134T17:31:13.1647Z [May 14] ( 24.989,  91.111)       2122           232      13     104     2078
2017-134T17:31:13.5496Z [May 14] ( 24.671,  90.626)        198            73       6      14     2078
2017-134T17:31:14.8674Z [May 14] ( 25.246,  89.900)         86           381       3       8     2078
2017-134T17:31:15.3835Z [May 14] ( 24.688,  92.335)        214           259       8      18     2078
2017-134T17:31:16.5830Z [May 14] ( 24.687,  90.634)         15             0       1       1     2078
2017-134T17:31:18.0046Z [May 14] ( 24.871,  90.810)         63            73       4       5     2078
2017-134T17:31:18.3268Z [May 14] ( 25.424,  89.745)        491           155       4      32     2078
2017-134T17:31:18.5775Z [May 14] ( 24.803,  90.855)         57           185       2       4     2078
2017-134T17:31:18.9358Z [May 14] ( 25.291,  90.010)         42            35       2       4     2078
2017-134T17:31:19.0860Z [May 14] ( 24.802,  90.548)         12             0       1       1     2078
2017-134T17:31:19.1795Z [May 14] ( 24.772,  90.795)         74           109       2       7     2078
2017-134T17:31:20.9481Z [May 14] ( 25.290,  89.930)         21             0       1       2     2078
2017-134T17:31:23.2864Z [May 14] ( 24.731,  90.619)         79           166       2       7     2078
2017-134T17:31:23.5100Z [May 14] ( 24.892,  90.792)        154            35       2      13     2078
2017-134T17:31:23.8397Z [May 14] ( 25.298,  89.889)        159           252       5      11     2078
2017-134T17:31:24.8281Z [May 14] ( 24.773,  90.527)         14             0       1       1     2078
2017-134T17:31:25.1984Z [May 14] ( 25.344,  89.729)         97           182       4       8     2078
2017-134T17:31:25.5119Z [May 14] ( 25.269,  89.637)         91            12       2       7     2078
2017-134T17:31:25.5371Z [May 14] ( 24.775,  90.498)         21             0       1       2     2078
2017-134T17:31:25.7929Z [May 14] ( 24.727,  90.861)        851           470      17      67     2078
2017-134T17:31:29.3486Z [May 14] ( 25.400,  89.793)        165           220       6      12     2078
2017-134T17:31:29.5903Z [May 14] ( 24.845,  90.796)         35            37       2       3     2078
2017-134T17:31:30.1097Z [May 14] ( 24.839,  90.778)         57           356       3       5     2078
2017-134T17:31:31.1460Z [May 14] ( 25.301,  89.972)         25            64       2       2     2078
2017-134T17:31:31.6495Z [May 14] ( 24.725,  90.789)       1802           336      14      86     2078
2017-134T17:31:31.8962Z [May 14] ( 24.662,  90.622)        225            50       8      12     2078
2017-134T17:31:33.0836Z [May 14] ( 25.310,  89.889)        787           412      14      46     2078
2017-136T02:25:29.6879Z [May 16] ( 20.757,  88.581)        177           367       8      11     2098
2017-136T02:25:30.7723Z [May 16] ( 20.771,  88.488)        143           220       9      12     2098
2017-136T02:25:37.9354Z [May 16] ( 20.709,  88.424)         54             0       1       3     2098
2017-136T02:25:38.1807Z [May 16] ( 20.683,  88.519)        409           166      11      25     2098
2017-136T02:25:41.7580Z [May 16] ( 24.926,  88.276)        105             2       2       6     2098
2017-136T02:25:42.7094Z [May 16] ( 20.686,  88.578)        166           137       4       7     2098
2017-136T02:25:49.5858Z [May 16] ( 20.704,  88.527)        560           163      11      26     2098
2017-136T02:25:57.1183Z [May 16] ( 20.701,  88.580)        813           391      11      40     2098
2017-136T02:26:00.4405Z [May 16] ( 20.617,  88.581)        123            98       2       6     2098
2017-136T02:26:01.3649Z [May 16] ( 20.704,  88.293)        252           148       6      15     2098
2017-136T02:26:03.3436Z [May 16] ( 20.649,  88.530)        403            48       4      19     2098
2017-136T02:26:09.0069Z [May 16] ( 20.693,  88.627)        318           200       5      13     2098
2017-136T02:26:10.7701Z [May 16] ( 20.603,  88.593)        125           310       6       9     2098
2017-136T02:26:17.9304Z [May 16] ( 20.655,  88.464)        286           259       7      14     2098
2017-136T02:26:19.2861Z [May 16] ( 20.694,  88.551)       1400           181      16      54     2098
2017-136T02:26:24.8852Z [May 16] ( 20.623,  88.611)        305            65       5      15     2098
2017-136T02:26:25.5031Z [May 16] ( 20.666,  88.525)        154            28       4       9     2098
2017-136T02:26:31.2909Z [May 16] ( 20.702,  88.567)        159           191       6      11     2098
2017-136T02:26:35.6848Z [May 16] ( 20.735,  88.403)        416           173       8      23     2098
2017-136T02:26:37.4340Z [May 16] ( 20.722,  88.532)        375           503       5      22     2098
2017-136T02:26:42.7983Z [May 16] ( 20.609,  88.623)        314           298      11      17     2098
2017-136T02:26:43.0993Z [May 16] ( 20.704,  88.525)        485           350       7      16     2098
2017-136T02:26:49.7173Z [May 16] ( 20.695,  88.618)        996           354      14      41     2098
2017-136T02:26:57.5958Z [May 16] ( 20.671,  88.523)        221           403       9      13     2098
2017-136T02:26:58.4328Z [May 16] ( 20.685,  88.351)        201           196       4       7     2098
2017-136T02:27:01.4857Z [May 16] ( 20.703,  88.540)        134           171       4       8     2098
2017-137T01:34:30.1599Z [May 17] ( 22.448,  91.717)        576           214       8      34     2113
2017-137T01:34:30.3479Z [May 17] ( 22.436,  91.619)        183            42       6      13     2113
2017-137T16:29:09.2625Z [May 17] ( 22.448,  87.763)        295           342       8      27     2123
2017-137T16:29:10.1740Z [May 17] ( 22.388,  87.921)         32             0       1       3     2123
2017-137T16:29:10.5715Z [May 17] ( 22.408,  88.066)         21             0       1       2     2123
2017-137T16:29:14.2327Z [May 17] ( 22.455,  88.250)         84           300       6       8     2123
2017-137T16:29:14.7126Z [May 17] ( 22.491,  88.147)         71           146       4       6     2123
2017-137T16:29:14.7236Z [May 17] ( 22.333,  88.017)       1368           192      10      94     2123
2017-137T16:29:16.8487Z [May 17] ( 22.634,  87.887)       2434           725      20     116     2123
2017-137T16:29:18.0069Z [May 17] ( 22.507,  88.181)         67           277       3       6     2123
2017-137T16:29:18.4567Z [May 17] ( 22.445,  87.669)        871           329      11      52     2123
2017-137T16:29:18.7823Z [May 17] ( 22.370,  87.908)        136            98       4      12     2123
2017-137T16:29:19.7883Z [May 17] ( 22.463,  88.213)         30             0       1       2     2123
2017-137T16:29:19.8120Z [May 17] ( 22.512,  88.149)         79           492       4       7     2123
2017-137T16:29:20.1165Z [May 17] ( 22.553,  88.190)        274           534      10      21     2123
2017-137T16:29:21.0084Z [May 17] ( 22.409,  87.821)        386            37       3      20     2123
2017-137T16:29:21.1089Z [May 17] ( 22.558,  87.766)       2728           696      33     159     2123
2017-137T16:29:22.9118Z [May 17] ( 22.397,  88.158)        662           241       7      40     2123
2017-137T16:29:23.1410Z [May 17] ( 22.572,  88.150)         11             0       1       1     2123
2017-137T16:29:23.6324Z [May 17] ( 22.379,  87.824)        508           243      10      34     2123
2017-137T16:29:24.6591Z [May 17] ( 22.542,  88.148)        144           270       5      13     2123
2017-137T16:29:26.3585Z [May 17] ( 22.512,  88.264)        247           205       4      14     2123
2017-137T16:29:27.4414Z [May 17] ( 22.456,  87.936)        980           238      12      63     2123
2017-137T16:29:27.7906Z [May 17] ( 22.434,  88.215)        172           358       6      12     2123
2017-137T16:29:28.0037Z [May 17] ( 22.371,  88.063)        932           437       5      50     2123
2017-137T16:29:28.2796Z [May 17] ( 22.580,  88.118)         22             0       1       2     2123
2017-137T16:29:29.2463Z [May 17] ( 22.530,  88.177)        752           535      13      37     2123
2017-137T16:29:29.6960Z [May 17] ( 22.463,  88.160)         21             0       1       2     2123
2017-137T16:29:30.9939Z [May 17] ( 22.439,  88.161)        415           501      10      33     2123
2017-137T16:29:31.9930Z [May 17] ( 22.330,  87.902)        631           268       7      39     2123
2017-137T16:29:32.7950Z [May 17] ( 22.644,  87.855)       2874           766      28     136     2123
