Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2017-083T22:47:14.7099Z [Mar 24] ( 25.724,  88.570)        687           349      24      52     1288
2017-083T22:47:15.5692Z [Mar 24] ( 25.733,  88.613)        134           343       4       7     1288
2017-083T22:47:16.2139Z [Mar 24] ( 26.895,  88.689)        449            17       4      22     1288
2017-083T22:47:16.8832Z [Mar 24] ( 25.807,  88.609)        186           217       5      12     1288
2017-083T22:47:17.5279Z [Mar 24] ( 26.851,  88.443)       1565           660      28      80     1288
2017-083T22:47:17.7821Z [Mar 24] ( 26.909,  88.343)        237            68       8      12     1288
2017-083T22:47:18.6811Z [Mar 24] ( 26.095,  88.606)         66             7       2       6     1288
2017-083T22:47:19.0017Z [Mar 24] ( 26.769,  88.900)       1194           120       4      36     1288
2017-083T22:47:19.1555Z [Mar 24] ( 25.782,  88.612)         11             0       1       1     1288
2017-083T22:47:19.6138Z [Mar 24] ( 25.767,  88.597)        679           349      15      41     1288
2017-083T22:47:19.8092Z [Mar 24] ( 26.844,  88.913)        972           349      12      50     1288
2017-083T22:47:19.8344Z [Mar 24] ( 25.832,  88.623)        466           261       7      23     1288
2017-083T22:47:19.9740Z [Mar 24] ( 26.877,  88.901)        141           191       2       8     1288
2017-083T22:47:20.7866Z [Mar 24] ( 26.897,  88.656)        369           152       9      23     1288
2017-083T22:47:20.9153Z [Mar 24] ( 25.717,  88.616)        187           134       6      13     1288
2017-083T22:47:21.3952Z [Mar 24] ( 25.960,  88.545)        364           121       7      17     1288
2017-083T22:47:22.2047Z [Mar 24] ( 26.099,  90.479)         33            44       2       3     1288
2017-083T22:47:22.2137Z [Mar 24] ( 25.741,  88.713)        281           236      14      20     1288
2017-083T22:47:22.3605Z [Mar 24] ( 26.085,  90.547)         11             0       1       1     1288
2017-083T22:47:22.9208Z [Mar 24] ( 25.781,  88.574)       3134           581      46     139     1288
2017-083T22:47:23.4454Z [Mar 24] ( 25.774,  88.462)         51             7       4       5     1288
2017-083T22:47:23.8448Z [Mar 24] ( 26.877,  88.717)        111            42       4       9     1288
2017-083T22:47:25.1678Z [Mar 24] ( 26.449,  88.729)        392           200       5      24     1288
2017-083T22:47:25.3467Z [Mar 24] ( 26.080,  90.611)        631           256      16      35     1288
2017-083T22:47:25.4005Z [Mar 24] ( 25.742,  88.654)        211           257       8      14     1288
2017-083T22:47:25.5869Z [Mar 24] ( 26.078,  88.465)       2242           597      61     144     1288
2017-083T22:47:25.8176Z [Mar 24] ( 25.801,  88.657)         94            80       2       7     1288
2017-083T22:47:26.1201Z [Mar 24] ( 26.924,  88.672)         13             0       1       1     1288
2017-083T22:47:26.4196Z [Mar 24] ( 26.130,  88.585)         23             0       1       2     1288
2017-083T22:47:26.4196Z [Mar 24] ( 25.802,  88.680)         34           223       2       3     1288
2017-083T22:47:27.2929Z [Mar 24] ( 25.759,  88.593)        249           159      12      14     1288
2017-083T22:47:28.3869Z [Mar 24] ( 25.998,  88.579)        112           299       4       8     1288
2017-083T22:47:28.7055Z [Mar 24] ( 25.747,  88.579)       1052           451      24      52     1288
2017-083T22:47:29.8140Z [Mar 24] ( 25.708,  88.637)         12             0       1       1     1288
2017-083T22:47:29.9984Z [Mar 24] ( 25.818,  88.627)        232           166       6      14     1288
2017-083T22:47:30.9562Z [Mar 24] ( 26.871,  88.745)        153           295       3      11     1288
2017-083T22:47:31.4416Z [Mar 24] ( 25.735,  88.626)        296           504      10      26     1288
2017-083T22:47:32.2044Z [Mar 24] ( 24.614,  90.297)         86           306       5       8     1288
2017-083T22:47:32.5873Z [Mar 24] ( 24.763,  90.412)       1508           571      27      71     1288
2017-083T22:47:33.3325Z [Mar 24] ( 25.975,  88.527)        583           291      14      32     1288
2017-083T22:47:33.5058Z [Mar 24] ( 24.646,  90.312)        225            53       4      11     1288
2017-083T22:47:33.5169Z [Mar 24] ( 25.836,  88.622)        155            44       5      11     1288
2017-083T22:47:33.5219Z [Mar 24] ( 24.564,  90.368)         64           322       5       5     1288
2017-083T22:47:33.8993Z [Mar 24] ( 26.893,  88.671)        412           372      11      26     1288
2017-083T22:47:34.0104Z [Mar 24] ( 26.774,  88.372)       1934          1146      40     122     1288
2017-083T22:47:34.2023Z [Mar 24] ( 25.721,  88.660)         11             0       1       1     1288
2017-083T22:47:34.2094Z [Mar 24] ( 25.772,  88.656)         53           169       2       3     1288
2017-083T22:47:34.4476Z [Mar 24] ( 24.595,  90.322)         60             7       2       5     1288
2017-083T22:47:34.7053Z [Mar 24] ( 24.678,  90.331)       1028           365      16      56     1288
2017-083T22:47:34.7410Z [Mar 24] ( 26.734,  88.245)        199           324       9      15     1288
2017-083T22:47:34.9988Z [Mar 24] ( 25.806,  88.625)         47           234       3       4     1288
2017-083T22:47:35.4877Z [Mar 24] ( 26.713,  88.223)         11             0       1       1     1288
2017-083T22:47:35.4932Z [Mar 24] ( 25.730,  88.584)       3953           710      51     164     1288
2017-083T22:47:35.7977Z [Mar 24] ( 26.706,  88.358)        394            30       6      26     1288
2017-083T22:47:35.8852Z [Mar 24] ( 24.575,  90.323)        165           421       6      13     1288
2017-083T22:47:35.9339Z [Mar 24] ( 24.686,  90.605)        502           522      15      34     1288
2017-083T22:47:36.0590Z [Mar 24] ( 26.128,  90.736)       1375           667      18      65     1288
2017-083T22:47:36.2273Z [Mar 24] ( 26.645,  88.149)         43             3       3       4     1288
2017-083T22:47:36.6695Z [Mar 24] ( 25.815,  88.679)         26             0       1       2     1288
2017-083T22:47:36.7429Z [Mar 24] ( 24.641,  90.458)        551           490      18      39     1288
2017-083T22:47:37.3142Z [Mar 24] ( 24.631,  90.337)       2301           499      29     109     1288
2017-083T22:47:37.5077Z [Mar 24] ( 26.886,  88.687)         41             0       1       3     1288
2017-083T22:47:37.7042Z [Mar 24] ( 24.747,  90.298)        162           120       2      13     1288
2017-083T22:47:37.7042Z [Mar 24] ( 24.627,  90.470)         25             0       1       2     1288
2017-083T22:47:38.3348Z [Mar 24] ( 24.558,  90.353)        403           143       6      20     1288
2017-083T22:47:38.5067Z [Mar 24] ( 24.650,  90.383)        553           296      18      40     1288
2017-083T22:47:38.6052Z [Mar 24] ( 25.962,  88.607)        192           366      10      16     1288
2017-083T22:47:38.6660Z [Mar 24] ( 24.603,  90.565)         47           268       2       4     1288
2017-083T22:47:38.6836Z [Mar 24] ( 24.664,  90.307)         68            78       3       5     1288
2017-083T22:47:38.7645Z [Mar 24] ( 24.700,  90.570)        419           352       9      27     1288
2017-083T22:47:39.1082Z [Mar 24] ( 26.820,  88.916)       4607           878      32     172     1288
2017-083T22:47:39.3066Z [Mar 24] ( 24.623,  90.308)        783           384      22      47     1288
2017-083T22:47:39.3408Z [Mar 24] ( 25.708,  88.618)        155           191       6       9     1288
2017-083T22:47:39.3514Z [Mar 24] ( 26.018,  88.588)        366           572      13      26     1288
2017-083T22:47:40.1197Z [Mar 24] ( 24.568,  90.460)         55             0       1       4     1288
2017-083T22:47:40.2268Z [Mar 24] ( 25.786,  88.665)        172           161       4      10     1288
2017-083T22:47:40.4705Z [Mar 24] ( 25.751,  88.582)        268           669       7      17     1288
2017-083T22:47:40.5906Z [Mar 24] ( 24.604,  90.345)        614           347      15      33     1288
2017-083T22:47:40.6459Z [Mar 24] ( 24.760,  90.632)       3965           861      48     175     1288
2017-083T22:47:41.1905Z [Mar 24] ( 24.891,  90.629)         65            23       5       6     1288
2017-083T22:47:42.1643Z [Mar 24] ( 24.625,  90.333)        237           347       6      15     1288
2017-083T22:47:42.1664Z [Mar 24] ( 24.556,  90.358)       1377           760      24      71     1288
2017-083T22:47:42.3076Z [Mar 24] ( 24.616,  90.467)        511           326      11      29     1288
2017-083T22:47:42.3970Z [Mar 24] ( 25.748,  88.614)         47            89       4       4     1288
2017-083T22:47:42.7623Z [Mar 24] ( 24.691,  90.556)         71           264       6       7     1288
2017-083T22:47:42.9558Z [Mar 24] ( 25.765,  88.637)        461            87       6      18     1288
2017-083T22:47:43.2834Z [Mar 24] ( 24.609,  90.313)        849           311      22      51     1288
2017-083T22:47:43.3372Z [Mar 24] ( 26.780,  89.117)        125            10       3       9     1288
2017-083T22:47:43.3533Z [Mar 24] ( 25.989,  88.528)       2006           894      25      97     1288
2017-083T22:47:43.4462Z [Mar 24] ( 24.543,  90.505)        117            35       4       9     1288
2017-083T22:47:43.8437Z [Mar 24] ( 25.816,  88.631)        363           191      13      25     1288
2017-083T22:47:44.0532Z [Mar 24] ( 24.630,  90.322)        151            48       2       7     1288
2017-083T22:47:44.1105Z [Mar 24] ( 26.895,  88.685)       1027           146      17      51     1288
2017-083T22:47:44.1160Z [Mar 24] ( 25.706,  88.644)         35            33       2       3     1288
2017-083T22:47:44.1482Z [Mar 24] ( 24.690,  90.593)        169           271       9      16     1288
2017-083T22:47:44.2969Z [Mar 24] ( 24.564,  90.330)         23             0       1       2     1288
2017-083T22:47:44.5457Z [Mar 24] ( 25.042,  91.688)        330           196      14      19     1288
2017-083T22:47:44.9698Z [Mar 24] ( 24.694,  90.370)        174           224       5      13     1288
2017-083T22:47:45.0632Z [Mar 24] ( 24.590,  90.380)        160           162       7      13     1288
2017-083T22:47:45.0793Z [Mar 24] ( 26.865,  88.782)        576           350      11      38     1288
2017-083T22:47:45.5070Z [Mar 24] ( 24.724,  90.696)       2946           411      43     144     1288
2017-083T22:47:45.7201Z [Mar 24] ( 24.574,  90.462)        303           200       9      18     1288
2017-083T22:47:45.8095Z [Mar 24] ( 25.058,  91.749)        242           216       9      19     1288
2017-083T22:47:45.8794Z [Mar 24] ( 25.036,  91.818)         98            28       2       4     1288
2017-083T22:47:45.8794Z [Mar 24] ( 25.164,  90.773)        743           347      13      58     1288
2017-083T22:47:45.8919Z [Mar 24] ( 26.799,  88.836)         54           171       2       5     1288
2017-083T22:47:46.0280Z [Mar 24] ( 24.835,  90.842)       4038          1009      76     196     1288
2017-083T22:47:46.0336Z [Mar 24] ( 24.732,  90.845)         12             0       1       1     1288
2017-083T22:47:46.0944Z [Mar 24] ( 24.645,  90.335)        259           213       6      16     1288
2017-083T22:47:46.1371Z [Mar 24] ( 25.697,  88.723)         64           161       6       6     1288
2017-083T22:47:46.3180Z [Mar 24] ( 24.712,  90.690)         81             2       2       6     1288
2017-083T22:47:46.4361Z [Mar 24] ( 24.589,  90.336)       1074          1318      26      61     1288
2017-083T22:47:46.5953Z [Mar 24] ( 25.995,  90.646)        439           252       4      24     1288
2017-083T22:47:46.6868Z [Mar 24] ( 25.049,  91.662)        225           412      10      18     1288
2017-083T22:47:46.9521Z [Mar 24] ( 25.774,  88.583)       2979          1119      38     116     1288
2017-083T22:47:47.0918Z [Mar 24] ( 24.709,  90.571)        300           167      12      23     1288
2017-083T22:47:47.6787Z [Mar 24] ( 24.601,  90.469)        513           354      11      29     1288
2017-083T22:47:47.7003Z [Mar 24] ( 25.026,  91.772)         92             0       1       4     1288
2017-083T22:47:48.1119Z [Mar 24] ( 24.594,  90.380)         88            20       4       7     1288
2017-083T22:47:48.6616Z [Mar 24] ( 24.990,  91.734)        435           302      11      24     1288
2017-083T22:47:48.6817Z [Mar 24] ( 24.654,  90.337)        291           397       6      18     1288
2017-083T22:47:48.7726Z [Mar 24] ( 25.774,  88.662)         73           129       4       6     1288
2017-083T22:47:48.8033Z [Mar 24] ( 25.074,  91.716)       1193           626      18      61     1288
2017-083T22:47:48.8299Z [Mar 24] ( 24.721,  90.595)        624           254       9      36     1288
2017-083T22:47:49.2224Z [Mar 24] ( 24.580,  90.529)        117           137       7      11     1288
2017-083T22:47:49.6947Z [Mar 24] ( 24.642,  90.343)       1051           363      17      49     1288
2017-083T22:47:49.7198Z [Mar 24] ( 25.831,  88.602)        259           178       4      10     1288
2017-083T22:47:49.7897Z [Mar 24] ( 25.750,  88.591)        638           594      23      41     1288
2017-083T22:47:49.9223Z [Mar 24] ( 24.557,  90.360)         61            26       3       5     1288
2017-083T22:47:50.1977Z [Mar 24] ( 25.816,  88.695)       1180           625      14      56     1288
2017-083T22:47:50.4505Z [Mar 24] ( 24.552,  90.527)         36           320       3       3     1288
2017-083T22:47:50.4827Z [Mar 24] ( 24.596,  90.358)        136           766      11      12     1288
2017-083T22:47:50.7314Z [Mar 24] ( 25.020,  91.662)       1350           293      24      65     1288
2017-083T22:47:51.0660Z [Mar 24] ( 26.025,  88.536)        417           224      15      26     1288
2017-083T22:47:51.1253Z [Mar 24] ( 24.614,  90.457)         11             0       1       1     1288
2017-083T22:47:51.5158Z [Mar 24] ( 26.322,  88.683)       1507           361      24      72     1288
2017-083T22:47:51.6806Z [Mar 24] ( 26.009,  88.515)        681           216      16      39     1288
2017-083T22:47:51.7540Z [Mar 24] ( 24.684,  90.581)       1116           771      27      71     1288
2017-083T22:47:51.8399Z [Mar 24] ( 26.117,  88.549)         98             1       2       6     1288
2017-083T22:47:51.8720Z [Mar 24] ( 24.699,  90.397)       2905           438      29     118     1288
2017-083T22:47:52.0082Z [Mar 24] ( 24.624,  90.305)        221           268       9      15     1288
