Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2018-115T08:52:27.2154Z [Apr 25] ( 26.945,  90.342)         93            21       3       6     7450
2018-115T08:52:27.8244Z [Apr 25] ( 26.867,  90.047)        128           230       6       9     7450
2018-115T08:52:29.7795Z [Apr 25] ( 26.911,  89.951)        103           136       5       6     7450
2018-115T08:52:29.8207Z [Apr 25] ( 26.851,  89.902)        145            69       4       9     7450
2018-115T08:52:30.3167Z [Apr 25] ( 26.969,  90.407)       1318           703      28      62     7450
2018-115T08:52:30.4418Z [Apr 25] ( 25.754,  92.082)        593           517      23      35     7450
2018-115T08:52:30.7639Z [Apr 25] ( 26.873,  88.987)        932           546      16      38     7450
2018-115T08:52:30.7945Z [Apr 25] ( 26.834,  90.004)        849           231      16      45     7450
2018-115T08:52:30.8161Z [Apr 25] ( 25.729,  92.108)        636           125       6      22     7450
2018-115T08:52:31.0614Z [Apr 25] ( 25.782,  91.210)       1282           594      18      61     7450
2018-115T08:52:31.4121Z [Apr 25] ( 26.736,  88.901)        142            85       5      10     7450
2018-115T08:52:31.6789Z [Apr 25] ( 25.823,  91.115)         17             0       1       1     7450
2018-115T08:52:31.7186Z [Apr 25] ( 26.863,  89.059)        100           221       3       6     7450
2018-115T08:52:32.1658Z [Apr 25] ( 25.743,  92.361)        179            37       5      10     7450
2018-115T08:52:32.7242Z [Apr 25] ( 26.979,  90.246)        109             2       2       5     7450
2018-115T08:52:33.6141Z [Apr 25] ( 26.058,  90.984)        540           499      13      27     7450
2018-115T08:52:33.8648Z [Apr 25] ( 26.836,  89.828)       1573           252      19      62     7450
2018-115T08:52:34.0171Z [Apr 25] ( 26.947,  90.542)         43             0       1       2     7450
2018-115T08:52:34.0920Z [Apr 25] ( 25.671,  92.516)         26            41       2       2     7450
2018-115T08:52:34.8125Z [Apr 25] ( 26.795,  89.776)         55             0       1       3     7450
2018-115T08:52:35.1059Z [Apr 25] ( 26.904,  90.183)        188           223      10      12     7450
2018-115T08:52:35.2220Z [Apr 25] ( 26.762,  89.764)         22             0       1       2     7450
2018-115T08:52:35.7752Z [Apr 25] ( 26.897,  90.552)        626           120       7      26     7450
2018-115T08:52:35.9762Z [Apr 25] ( 26.906,  89.947)         26             5       2       2     7450
2018-115T08:52:36.0260Z [Apr 25] ( 26.960,  88.920)         83             0       1       4     7450
2018-115T08:52:36.8551Z [Apr 25] ( 26.457,  91.264)         25             0       1       2     7450
2018-115T08:52:37.0702Z [Apr 25] ( 26.857,  89.134)        476           268       7      22     7450
2018-115T08:52:37.1757Z [Apr 25] ( 26.870,  89.896)         56            41       4       4     7450
2018-115T08:52:37.2616Z [Apr 25] ( 26.905,  90.000)         15             0       1       1     7450
2018-115T08:52:37.6229Z [Apr 25] ( 26.791,  89.595)       2562           959      37      99     7450
2018-115T08:52:37.6481Z [Apr 25] ( 26.098,  91.033)        173           143       5      10     7450
2018-115T08:52:37.7716Z [Apr 25] ( 26.849,  90.049)        215           257       5      12     7450
2018-115T08:52:37.8575Z [Apr 25] ( 26.791,  89.526)       1963           322      15      72     7450
2018-115T08:52:37.9309Z [Apr 25] ( 25.807,  91.061)        114           164       4       8     7450
2018-115T08:52:37.9812Z [Apr 25] ( 26.754,  89.132)        108            75       5       7     7450
2018-115T08:52:38.0992Z [Apr 25] ( 26.531,  88.467)         22             0       1       2     7450
2018-115T08:52:38.1404Z [Apr 25] ( 25.878,  91.013)        831           830      22      45     7450
2018-115T08:52:38.4897Z [Apr 25] ( 26.942,  88.957)        257           187       4      10     7450
2018-115T08:52:38.5792Z [Apr 25] ( 26.910,  89.816)         41           113       3       3     7450
2018-115T08:52:38.8586Z [Apr 25] ( 26.911,  89.622)        479           114      13      23     7450
2018-115T08:52:38.9445Z [Apr 25] ( 26.822,  89.717)        156           125       5      11     7450
2018-115T08:52:38.9857Z [Apr 25] ( 26.543,  88.497)         46            55       2       3     7450
2018-115T08:52:39.0485Z [Apr 25] ( 26.751,  89.737)         45             0       1       3     7450
2018-115T08:52:39.4585Z [Apr 25] ( 26.820,  89.689)         47             5       3       4     7450
2018-115T08:52:39.5228Z [Apr 25] ( 25.849,  90.748)        269             9       3      12     7450
2018-115T08:52:39.5942Z [Apr 25] ( 26.961,  89.949)        502           359      11      27     7450
2018-115T08:52:40.2821Z [Apr 25] ( 26.782,  89.814)        385             3       3      14     7450
2018-115T08:52:40.6168Z [Apr 25] ( 26.896,  90.242)        380            19       4      16     7450
2018-115T08:52:41.7215Z [Apr 25] ( 26.866,  89.725)         81           173       2       4     7450
2018-115T08:52:41.7536Z [Apr 25] ( 26.834,  90.014)        166           120       4       9     7450
2018-115T08:52:42.2069Z [Apr 25] ( 26.930,  88.949)        122            98       2       5     7450
2018-115T08:52:42.5074Z [Apr 25] ( 26.882,  90.023)        171           125       5      12     7450
2018-115T08:52:42.6255Z [Apr 25] ( 26.872,  90.132)        168           241       3       7     7450
2018-115T08:52:43.1106Z [Apr 25] ( 26.918,  89.965)        138           159       5       9     7450
2018-115T08:52:43.2162Z [Apr 25] ( 26.055,  90.987)        397           326       9      23     7450
2018-115T08:52:44.7874Z [Apr 25] ( 26.774,  89.079)        448           193      11      31     7450
2018-115T08:52:45.1562Z [Apr 25] ( 25.798,  91.083)        382           363      15      23     7450
2018-115T08:52:45.2442Z [Apr 25] ( 26.939,  90.158)        752           489      11      29     7450
2018-115T08:52:46.5412Z [Apr 25] ( 26.973,  90.353)        125           141       3       8     7450
2018-115T08:52:46.5859Z [Apr 25] ( 25.826,  92.328)        160           264       6       9     7450
2018-115T08:52:46.6502Z [Apr 25] ( 26.743,  88.815)         56             0       1       3     7450
2018-115T08:52:47.1195Z [Apr 25] ( 26.010,  90.867)       1230           871      38      68     7450
2018-115T08:52:47.9305Z [Apr 25] ( 26.876,  90.031)        121            64       4       8     7450
2018-115T08:52:47.9466Z [Apr 25] ( 25.827,  91.088)         83           132       5       7     7450
2018-115T08:52:48.0180Z [Apr 25] ( 26.773,  89.666)        176            61       5      10     7450
2018-115T08:52:49.1235Z [Apr 25] ( 26.825,  89.020)        189           179       4       9     7450
2018-115T08:52:49.4657Z [Apr 25] ( 26.436,  91.282)        962           168       6      31     7450
2018-115T08:52:49.9993Z [Apr 25] ( 26.916,  89.003)        758           236      14      32     7450
2018-115T08:52:50.1405Z [Apr 25] ( 26.848,  89.886)        525           109       8      30     7450
2018-115T08:52:50.1460Z [Apr 25] ( 26.938,  90.279)         13             0       1       1     7450
2018-115T08:52:50.9284Z [Apr 25] ( 26.839,  90.041)        138            48       2       6     7450
2018-115T08:52:51.2007Z [Apr 25] ( 26.050,  91.006)         32           114       2       2     7450
2018-115T08:52:51.2364Z [Apr 25] ( 26.089,  91.012)        326           196       6      15     7450
2018-115T08:52:51.2811Z [Apr 25] ( 26.925,  90.113)        163           191       5       8     7450
2018-115T08:52:51.7218Z [Apr 25] ( 25.843,  90.993)        242           433       7      15     7450
2018-115T08:52:51.7379Z [Apr 25] ( 25.810,  90.937)         12             0       1       1     7450
2018-115T08:52:51.7756Z [Apr 25] ( 26.882,  90.174)         22            26       2       2     7450
2018-115T08:52:51.8364Z [Apr 25] ( 26.918,  89.928)        795           245      12      35     7450
2018-115T08:52:52.0082Z [Apr 25] ( 25.913,  89.960)      11239           603      46     329     7450
2018-115T08:52:52.2786Z [Apr 25] ( 25.998,  90.167)         23             0       1       2     7450
2018-115T08:52:52.2821Z [Apr 25] ( 25.945,  90.079)        681           102       6      40     7450
2018-115T08:52:52.3555Z [Apr 25] ( 25.835,  89.787)        183            37       3      12     7450
2018-115T08:52:52.3605Z [Apr 25] ( 25.901,  89.824)        308            45       4      18     7450
2018-115T08:52:52.3731Z [Apr 25] ( 25.960,  90.167)        156            12       4      11     7450
2018-115T08:52:52.4917Z [Apr 25] ( 25.948,  90.299)       3664           714      54     179     7450
2018-115T08:52:52.8263Z [Apr 25] ( 25.877,  90.320)       1352           193      12      63     7450
2018-115T08:52:52.9856Z [Apr 25] ( 25.852,  91.092)         16             0       1       1     7450
2018-115T08:52:53.0052Z [Apr 25] ( 26.801,  88.818)        104           129       2       6     7450
2018-115T08:52:53.3936Z [Apr 25] ( 26.147,  90.643)        298           458      10      20     7450
2018-115T08:52:53.4404Z [Apr 25] ( 26.855,  90.030)         96            92       5       6     7450
2018-115T08:52:53.5906Z [Apr 25] ( 26.111,  90.607)        900           263      18      49     7450
2018-115T08:52:53.8343Z [Apr 25] ( 26.883,  89.849)         60             0       1       4     7450
2018-115T08:52:53.9057Z [Apr 25] ( 26.959,  88.864)         11             0       1       1     7450
2018-115T08:52:54.4213Z [Apr 25] ( 26.877,  90.002)         59            11       2       4     7450
2018-115T08:52:54.6831Z [Apr 25] ( 26.031,  91.090)        963           365       7      31     7450
2018-115T08:52:54.7474Z [Apr 25] ( 25.983,  91.083)         25           169       2       2     7450
2018-115T08:52:54.8117Z [Apr 25] ( 26.907,  89.998)         19             0       1       1     7450
2018-115T08:52:55.0197Z [Apr 25] ( 26.958,  90.000)         11             0       1       1     7450
2018-115T08:52:55.6232Z [Apr 25] ( 26.872,  88.978)         61           127       3       5     7450
2018-115T08:52:55.6322Z [Apr 25] ( 26.831,  89.804)        700            55       8      24     7450
2018-115T08:52:56.6523Z [Apr 25] ( 26.920,  90.537)        310           360      11      22     7450
2018-115T08:52:56.7382Z [Apr 25] ( 26.938,  88.995)        274           152       7      15     7450
2018-115T08:52:56.8296Z [Apr 25] ( 26.879,  90.048)         99             0       1       4     7450
2018-115T08:52:57.1648Z [Apr 25] ( 26.957,  89.857)        131           198       5       8     7450
2018-115T08:52:57.3759Z [Apr 25] ( 26.904,  89.529)        529           563      21      30     7450
2018-115T08:52:57.5568Z [Apr 25] ( 26.929,  89.976)        123           198       6       9     7450
2018-115T08:52:57.8467Z [Apr 25] ( 26.472,  91.255)        619           187      10      34     7450
2018-115T08:52:58.3140Z [Apr 25] ( 26.745,  88.803)         11             0       1       1     7450
2018-115T08:52:58.7884Z [Apr 25] ( 26.872,  90.011)         67             0       1       4     7450
2018-115T08:52:59.1392Z [Apr 25] ( 26.964,  90.286)        255           288       7      14     7450
2018-115T08:53:00.2562Z [Apr 25] ( 26.877,  90.775)        325           170       3      11     7450
2018-115T08:53:00.2653Z [Apr 25] ( 26.766,  89.150)        150           184       4      12     7450
2018-115T08:53:00.5321Z [Apr 25] ( 25.781,  91.064)       2484           418      20      84     7450
2018-115T08:53:01.0210Z [Apr 25] ( 26.963,  89.931)         50             0       1       3     7450
2018-115T08:53:01.0335Z [Apr 25] ( 26.924,  90.159)        440           225      12      25     7450
2018-115T08:53:01.7908Z [Apr 25] ( 25.913,  92.436)        406           261      12      20     7450
2018-115T08:53:02.4033Z [Apr 25] ( 25.920,  91.051)         93           120       5       6     7450
2018-115T08:53:02.4174Z [Apr 25] ( 26.873,  89.099)         68            34       3       5     7450
2018-115T08:53:02.5144Z [Apr 25] ( 26.818,  89.786)        251           341       8      14     7450
2018-115T08:53:02.9621Z [Apr 25] ( 26.831,  90.042)        394           175       5      17     7450
2018-115T08:53:03.8068Z [Apr 25] ( 25.844,  91.092)         12             0       1       1     7450
2018-115T08:53:04.8399Z [Apr 25] ( 26.898,  89.989)         51             0       1       3     7450
2018-115T08:53:04.9565Z [Apr 25] ( 26.887,  89.871)        162           220       5       9     7450
2018-115T08:53:05.5831Z [Apr 25] ( 26.796,  89.620)        402           261      10      18     7450
2018-115T08:53:06.1289Z [Apr 25] ( 26.784,  89.768)        142            57       4       8     7450
2018-115T08:53:06.4530Z [Apr 25] ( 25.802,  91.103)         18             0       1       1     7450
2018-115T08:53:06.7880Z [Apr 25] ( 26.967,  90.349)        300           137       8      19     7450
2018-115T08:53:06.8056Z [Apr 25] ( 26.858,  90.049)        231           567      10      13     7450
2018-115T08:53:07.3644Z [Apr 25] ( 26.954,  89.943)         73            28       2       4     7450
2018-115T08:53:08.2348Z [Apr 25] ( 26.055,  91.010)        545           404      12      28     7450
2018-115T08:53:08.6498Z [Apr 25] ( 25.801,  92.333)         33             0       1       2     7450
2018-115T08:53:08.8382Z [Apr 25] ( 26.798,  89.278)       1519           440      16      54     7450
2018-115T08:53:10.2668Z [Apr 25] ( 26.942,  89.995)         88             0       1       4     7450
2018-115T08:53:12.1234Z [Apr 25] ( 26.886,  89.994)         37           118       3       3     7450
2018-115T08:53:12.3365Z [Apr 25] ( 26.887,  89.855)         74            89       3       6     7450
2018-115T08:53:12.4239Z [Apr 25] ( 26.940,  89.820)         12             0       1       1     7450
2018-115T08:53:13.1294Z [Apr 25] ( 25.830,  91.100)         15             0       1       1     7450
2018-115T08:53:13.1526Z [Apr 25] ( 26.792,  89.814)        292           154      10      17     7450
2018-115T08:53:13.1546Z [Apr 25] ( 25.738,  91.170)        385            16       2      10     7450
2018-115T08:53:13.2335Z [Apr 25] ( 25.814,  92.154)         92            98       3       6     7450
